"Country","Document","ElementText","HazardType"
"Cambodia","BTR","<span title='Increased water demand as higher temperatures induces higher evapotranspiration.'>Increased water demand as higher temperatures indu...</span>","Extreme temperature;Change in temperature"
"Cambodia","BTR","<span title='Extended growth cycles, warmer winters, faster pathogen growth, and more weed competition between plants because of elevated CO2 levels have all contributed to an increase in the prevalence of pests and diseases'>Extended growth cycles, warmer winters, faster pat...</span>","Extreme temperature;Pest and disease"
"Cambodia","BTR","<span title='Effect of increased CO2 on fertilization: plants may respond by growing more vegetatively, though this will depend on the species and type of plant'>Effect of increased CO2 on fertilization: plants m...</span>",""
"Cambodia","BTR","<span title='Sea level rise and saline water intrusion will reduce viable crop areas in the Mekong Delta'>Sea level rise and saline water intrusion will red...</span>","Sea level rise"
"Cambodia","BTR","<span title='Drought caused 1.09 million ha of damage and flood caused twice between 1984 and 2018'>Drought caused 1.09 million ha of damage and flood...</span>","Extreme temperature;Drought;Flood"
"Cambodia","BTR","<span title='Prolonged droughts in 2004 and 2005 affected nearly 30% of agricultural land in Cambodia and caused a 14% decrease in rice yields.'>Prolonged droughts in 2004 and 2005 affected nearl...</span>","Extreme temperature;Drought"
"Cambodia","BTR","<span title='A combination of climatic stressors, such as increased precipitation during the rainy season and decreased precipitation during the dry season, may cause hydrological changes in the Tonle Sap and Mekong River Basins, which might have a variety of effects on fisheries, both beneficial and detrimental'>A combination of climatic stressors, such as incre...</span>","Change in precipitation"
"Cambodia","BTR","<span title='Increased temperatures decreased production and diversity of species found in fisheries'>Increased temperatures decreased production and di...</span>","Change in temperature"
"Cambodia","BTR","<span title='Drought, Habitat degradation or loss for fish, other aquatic animals, and aquatic plants and wetland lost'>Drought, Habitat degradation or loss for fish, oth...</span>","Drought"
"Cambodia","BTR","<span title='Increased rainfall and flash floods; Unpredictably of water levels'>Increased rainfall and flash floods; Unpredictably...</span>","Flood;Change in precipitation"
"Cambodia","BTR","<span title='Extreme weather events; Loss of fishing infrastructure'>Extreme weather events; Loss of fishing infrastruc...</span>","Extreme temperature"
"Cambodia","BTR","Sea-level rise; Reduced freshwater availability","Sea level rise"
"Cambodia","BTR","<span title='The Tonle Sap region experienced a record-breaking El Niño in 2016, which resulted in heat waves, drought, and low water levels. It also fostered an unprecedented spread of wildfires in the region, affecting an estimated 640,000 ha—approximately a third of the flooded forest area—impacted.'>The Tonle Sap region experienced a record-breaking...</span>","Extreme temperature;Drought;Wildfire"
"Cambodia","BTR","<span title='Projected sea level rise causes an extra threat to wetland habitats and freshwater quality while rising salinities may negatively influence the health of mangrove or freshwater ecosystems, which may reduce the quantity and/or quality of nutrients needed to support fisheries'>Projected sea level rise causes an extra threat to...</span>","Sea level rise"
"Cambodia","BTR","<span title='Changes in rainfall patterns will substantially affect livestock units through feed and animal health issues'>Changes in rainfall patterns will substantially af...</span>","Change in precipitation"
"Cambodia","BTR","<span title='Pathogens will likely be affected in terms of viability outside hosts and rates of proliferation by humidity levels and, importantly, the quality and quantity of vector breeding sites. Wetter periods typically increase the likelihood of disease transmission through fomites, increasing the importance of employing effective biosecurity measures'>Pathogens will likely be affected in terms of viab...</span>","Pest and disease"
"Cambodia","BTR","<span title='Scientific predictions of climate change for Cambodia suggest that forests will be affected by changes in temperature, precipitation, and shifts in the seasons.'>Scientific predictions of climate change for Cambo...</span>","Change in precipitation"
"Cambodia","BTR","<span title='Higher drought risks in most of Cambodia’s agricultural areas because of future climate change from 2025 to 2050'>Higher drought risks in most of Cambodia’s agricul...</span>","Drought"
"Cambodia","BTR","<span title='Increased temperatures, with corresponding increases in evapotranspiration'>Increased temperatures, with corresponding increas...</span>","Extreme temperature;Change in temperature"
"Cambodia","BTR","<span title='Increased temperatures are projected to increase heat-related conditions and affect directly to the hight vulnerable group of people particularly the elderly, pregnant or expecting women, young children, as well as infants'>Increased temperatures are projected to increase h...</span>","Change in temperature"
"Cambodia","BTR","<span title='Health infrastructure, such as hospitals, clinics, and cold chain storage facilities, may also be impacted by the increasing temperatures, heavy rains, and subsequent flooding, thus impacting overall patient care'>Health infrastructure, such as hospitals, clinics,...</span>","Storm;Flood;Change in temperature"
