"","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","SectorType_GGA","RowID","ActionLevel_GPT","ActionType_GPT","ImpactCategories","ClimateImpact_Keywords","ResultType_GPT","Who","Region","UNFCCC Classification","Year of Submission","Document Language","Support 
received","If yes, from which organization?","Gender and Social Inclusion","If yes, Provide details related to GESI (including consideration of IK/LK, consideration of uniquely vulnerable social groups)","Coded by:","General notes"
"75","Algeria","BTR","Indicator","Evaluation","Improvement of the net and hydraulic efficiency of the upstream and downstream system",NA,NA,"Water",NA,NA,NA,NA,NA,5051,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"76","Algeria","BTR","Indicator","Evaluation","Improvement of the linear leakage index",NA,NA,"Water",NA,NA,NA,NA,NA,5052,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"77","Algeria","BTR","Result","Evaluation","Estimated irrigation water savings and irrigated area by 2020 compared to 2017",NA,NA,"Water",NA,NA,NA,NA,NA,5053,NA,NA,NA,NA,"Outcome",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"78","Algeria","BTR","Adaptation priorities","Evaluation","Valorization of unconventional waters in arid zones",NA,NA,"Water",NA,NA,NA,NA,NA,5054,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"79","Algeria","BTR","Indicator","Evaluation","Number of sites identified for the reuse of treated wastewater • Volumes of treated wastewater to be reused",NA,NA,"Water",NA,NA,NA,NA,NA,5055,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"80","Algeria","BTR","Indicator","Evaluation","Areas irrigable from treated wastewater",NA,NA,"Water",NA,NA,NA,NA,NA,5056,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"81","Algeria","BTR","Result","Evaluation","Control and use of treated wastewater for irrigation in 2023 compared to 2017.:",NA,NA,"Water",NA,NA,NA,NA,NA,5057,NA,NA,NA,NA,"Output",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"82","Algeria","BTR","Adaptation priorities","Evaluation","Reuse of water from demineralized drainage in
agriculture: Valley Oued Righ (southern Algeria)
",NA,NA,"Water",NA,NA,NA,NA,NA,5058,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"83","Algeria","BTR","Indicator","Evaluation","Pumping energy rate before and after reuse of drainage wate",NA,NA,"Water",NA,NA,NA,NA,NA,5059,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"84","Algeria","BTR","Indicator","Evaluation","Design of a development plan by demineralization and recycling of drainage water",NA,NA,"Water",NA,NA,NA,NA,NA,5060,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"85","Algeria","BTR","Result","Evaluation","An analysis of socio-economic and environmental impacts Control and use of drainage water in the South",NA,NA,"Water",NA,NA,NA,NA,NA,5061,NA,NA,NA,NA,"Outcome",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"86","Algeria","BTR","Climate impact","Impacts and vulnerabilities","The phenomenon of exceptional floods, outside the rainy season, is increasingly frequent in certain watersheds, with real risks to the safety of property and people downstream, as well as to the integrity of mobilization structures. In addition, they often occur with unusual intensity, causing soil erosion.",NA,NA,"Water resources",NA,NA,NA,NA,NA,4941,NA,NA,"Soil erosion & land degradation","exceptional floods; the safety of property and people downstream; integrity of mobilization structures; soil erosion",NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"87","Algeria","BTR","Climate impact","Impacts and vulnerabilities","Floods are one of the most frequent natural disasters in Algeria, which have spared no region of the country and caused considerable loss of life and property, particularly over the last 25 years. The consequences of these extreme events occurring following torrential and exceptional rains as well as localized autumn and summer storms high intensity, are aggravated by uncontrolled urbanization, the failure of sanitation and rainwater collection networks and their
preventive maintenance, and the obstruction of wadi beds by various rubble and detritus.
",NA,NA,"Water resources",NA,NA,NA,NA,NA,4942,NA,NA,"Mortality & injury","loss of life and property; uncontrolled urbanization; failure of sanitation and rainwater collection networks; obstruction of wadi beds by various rubble and detritus",NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"88","Algeria","BTR","Climate impact","Impacts and vulnerabilities","Climate-sensitive diseases (movement of tropical diseases towards the North)",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,"Health",4943,NA,NA,"Human health burden","Climate-sensitive diseases (movement of tropical diseases towards the North)",NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"89","Algeria","BTR","Climate impact","Impacts and vulnerabilities","Illnesses and deaths linked to heat waves and heat waves",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,"Health",4944,NA,NA,"Mortality & injury","Illnesses and deaths; heat waves",NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"90","Algeria","BTR","Climate impact","Impacts and vulnerabilities","Threats to human life due to extreme weather conditions",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,"Health",4945,NA,NA,"Human health burden","Threats to human life",NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"91","Algeria","BTR","Climate impact","Impacts and vulnerabilities","The effects of air pollution on health",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,"Health",4946,NA,NA,"Air quality deterioration","The effects of air pollution on health",NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"92","Algeria","BTR","Indicator","Evaluation","Area planted for protection: 1530 ha",NA,NA,"Forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5029,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"93","Algeria","BTR","Result","Evaluation","Modeling of the evolution of coral reefs in conjunction with the CCs",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",4989,NA,NA,NA,NA,"Process",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"94","Algeria","BTR","Adaptation priorities","Evaluation","Integrated development plan for the Bibans massif, Ighil Ali (Béjaia) and The-niet Enassr (Bordj Bou Arré-ridj) regions",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",4990,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"95","Algeria","BTR","Result","Evaluation","Increase in the area of the protected forest zone",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",4991,NA,NA,NA,NA,"Outcome",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"96","Algeria","BTR","Result","Evaluation","Increase in the reforestation area of the watershed saint",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",4992,NA,NA,NA,NA,"Outcome",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"97","Algeria","BTR","Result","Evaluation","Reduction of the area of forest burned",NA,NA,"Environment","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",4993,NA,NA,NA,NA,"Outcome",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"98","Algeria","BTR","Adaptation priorities","Strategies and plans","The continuation of intersectoral watershed protection programs to improve the availability of water from dams, which is seriously affected by siltation",NA,NA,"Agriculture and livestock","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",4953,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"99","Algeria","BTR","Adaptation priorities","Strategies and plans","Work on the disruption of the agricultural calendar: modification of growing seasons and seasonal variability",NA,NA,"Agriculture and livestock","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",4954,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"100","Algeria","BTR","Adaptation priorities","Strategies and plans","Continuing and intensifying the fight against desertification to reduce the loss of agricultural land due to increased soil degradation, reduced vegetation cover, salinization (due to increased evaporation and reduced rainfall)",NA,NA,"Agriculture and livestock","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",4955,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"101","Algeria","BTR","Adaptation priorities","Strategies and plans","The selection and development of improved varieties, tolerant to biotic and abiotic stresses-ticks",NA,NA,"Agriculture and livestock","Food, fiber and other ecosystem products",NA,NA,NA,"Food and agriculture",4956,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"102","Algeria","BTR","Indicator","Evaluation","Total area of protected areas: 194,932 ha (up to 2024)",NA,NA,"Forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5038,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"103","Algeria","BTR","Indicator","Evaluation","Management plans adapted to CC: in part (the 6th management plans management, will consider this topic in detail)
",NA,NA,"Forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5039,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"104","Algeria","BTR","Result","Evaluation","By 2025, 12 protected areas will be classified and created and the protected area will be 668,609 ha by the classification of the Chilia Ouled Yaakoub and Taghit National Park",NA,NA,"Forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,"Biodiversity and ecosystems",5040,NA,NA,NA,NA,"Output",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"105","Algeria","BTR","Action","Evaluation","Development of a flood risk prevention plan in the Seybouse watershed (PPRI)",NA,NA,"Water",NA,NA,NA,NA,NA,5041,"Groundwork","Institutional",NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"106","Algeria","BTR","Indicator","Evaluation","Number of non-constructible zones (red zones) and constructible zones under conditions (blue zones) at the halfway point",NA,NA,"Water",NA,NA,NA,NA,NA,5042,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"107","Algeria","BTR","Result","Evaluation","Development and implementation of the Seybouze PPRI The hazard and issue maps must be extended to the entire territory to identify the red and blue zones, sensitive to flooding.",NA,NA,"Water",NA,NA,NA,NA,NA,5043,NA,NA,NA,NA,"Output",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"108","Algeria","BTR","Action","Evaluation","Implementation of a ""flood"" early warning system on the scale of the Sey-bouse watershed",NA,NA,"Water",NA,NA,NA,NA,NA,5044,"Substantive action","Infrastructural/ technological",NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"109","Algeria","BTR","Result","Evaluation","Implementation of the SSAP which must be integrated into the SAPMR",NA,NA,"Water",NA,NA,NA,NA,NA,5045,NA,NA,NA,NA,"Process",NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"110","Algeria","BTR","Action","Evaluation","Impacts of future climate change on the regulation capacity of reservoir dams",NA,NA,"Water",NA,NA,NA,NA,NA,5046,"Groundwork","Infrastructural/ technological",NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"111","Algeria","BTR","Indicator","Evaluation","Water inputs into dam catchment areas (BV)",NA,NA,"Water",NA,NA,NA,NA,NA,5047,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"112","Algeria","BTR","Indicator","Evaluation","Regulated volumes and capacities of dams",NA,NA,"Water",NA,NA,NA,NA,NA,5048,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"113","Algeria","BTR","Indicator","Evaluation","Siltation rate in dams",NA,NA,"Water",NA,NA,NA,NA,NA,5049,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"114","Algeria","BTR","Adaptation priorities","Strategies and plans","Accelerate the development of the reuse of treated wastewater",NA,NA,"Water resources",NA,NA,NA,NA,NA,4969,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"115","Algeria","BTR","Adaptation priorities","Strategies and plans","Support hydro-agricultural development by: making sufficient quantities of water available to farmers; the development and popularization of agricultural water saving techniques;
participation in the development of Saharan agriculture as well as in the supplementary
irrigation program for the cereal segment
",NA,NA,"Water resources",NA,NA,NA,NA,NA,4970,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"116","Algeria","BTR","Adaptation priorities","Strategies and plans","Improve access to drinking water",NA,NA,"Water resources",NA,NA,NA,NA,NA,4971,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"117","Algeria","BTR","Adaptation priorities","Strategies and plans","Strengthen access to sanitation through the collection and treatment of wastewater; - combat flooding",NA,NA,"Water resources",NA,NA,NA,NA,NA,4972,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"118","Algeria","BTR","Adaptation priorities","Strategies and plans","Ensure strategic management of the resource and improve the governance of the public service water",NA,NA,"Water resources",NA,NA,NA,NA,NA,4973,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"119","Algeria","BTR","Adaptation priorities","Strategies and plans","Guide the location of industrial installations that consume large amounts of water (agri-food industries, paper mills, the wood industry, etc.)",NA,NA,"Industrial","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",4974,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
"120","Algeria","BTR","Adaptation priorities","Strategies and plans","Improve the resilience of industrial infrastructures against RMC: rising temperatures, fire risks, floods, etc.",NA,NA,"Industrial","Cities, settlements and key infrastructure",NA,NA,NA,"Infrastructure and human settlements",4975,NA,NA,NA,NA,NA,NA,"Africa","Non-Annex I",2024,"French","No","NA",NA,NA,"Winfred",NA
