"","X.1","X","...1","RowID","Country","Document","Element","ElementLabel","ElementText","HazardType","SystemType","Sector","SectorType","ResultType","Action.level","ActionType","IndicatorType_theme","IndicatorType_information","IndicatorType_function","BarrierType","SectorType_GGA","ClimateImpact_Keywords","ImpactCategories","From_SystemAtRisk","Source_ElementLabel","InterventionType_GPT","ActionType_GPT"
"80",75,75,75,75,"Rwanda","BTR","Action",NA,"Rwanda has supported key women’s organizations in building their capacity to mainstream gender in these areas",NA,NA,"Gender & social inclusion","Livelihoods, poverty and sustainable development",NA,"Substantive","Institutional",NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,"educational","social"
"81",76,76,76,76,"Rwanda","BTR","Action",NA,"Promoting women’s access to climate-resilient livelihoods, clean energy solutions, and capacity-building programs tailored to enhance their adaptive capacity",NA,NA,"Gender & social inclusion","Livelihoods, poverty and sustainable development",NA,"Substantive","Institutional",NA,NA,NA,NA,"Poverty eradication and livelihoods",NA,NA,NA,NA,"economic","institutional"
"82",77,77,77,77,"Rwanda","BTR","Hazard",NA,"The recent severe flooding and landslides of May 2–3, 2023, in Rwanda's Western, Southern, and Northern Provinces resulted in devastating impacts. At least 135 lives were lost, 6,391 houses destroyed, and 20,326 people displaced, as entire villages were wiped out, including 5,963 homes. Additionally, critical infrastructure suffered significant damage, with 20 roads, 12 power stations, and even an entire hospital destroyed","Landslide;Flood",NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"83",78,78,78,78,"Rwanda","BTR","Climate impact","Impact","The recent severe flooding and landslides of May 2–3, 2023, in Rwanda's Western,


Southern, and Northern Provinces resulted in devastating impacts. At least 135 lives were


lost, 6,391 houses destroyed, and 20,326 people displaced, as entire villages were wiped out, including 5,963 homes. Additionally, critical infrastructure suffered significant


damage, with 20 roads, 12 power stations, and even an entire hospital destroyed",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements","lives were lost; houses destroyed; villages were wiped out; people displaced; an entire hospital destroyed; critical infrastructure suffered significant damage","Healthcare system strain; Mortality & injury; Displacement & migration; Damage to buildings & infrastructure",NA,NA,NA,NA
"84",79,79,79,79,"Rwanda","BTR","Climate impact","Impact","Critical infrastructure suffered significant damage, with 20 roads, 12 power stations, and even an entire hospital destroyed. This catastrophic event, exacerbated by torrential rains following an extended drought, highlights the growing vulnerability of communities to extreme weather events and underscores the urgent need for enhanced disaster preparedness, climate resilience, and sustainable development strategies",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,"Healthcare system strain; Damage to buildings & infrastructure",NA,NA,NA,NA
"85",79,79,79,79,"Rwanda","BTR","Climate impact","Impact","Critical infrastructure suffered significant damage, with 20 roads, 12 power stations, and even an entire hospital destroyed. This catastrophic event, exacerbated by torrential rains following an extended drought, highlights the growing vulnerability of communities to extreme weather events and underscores the urgent need for enhanced disaster preparedness, climate resilience, and sustainable development strategies",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,"Healthcare system strain; Damage to buildings & infrastructure; Transport disruption",NA,NA,NA,NA
"86",80,80,80,80,"Rwanda","BTR","Hazard","Impact","Critical infrastructure suffered significant damage, with 20 roads, 12 power stations, and even an entire hospital destroyed. This catastrophic event, exacerbated by torrential rains following an extended drought, highlights the growing vulnerability of communities to extreme weather events and underscores the urgent need for enhanced disaster preparedness, climate resilience, and sustainable development strategies","Extreme temperature;Storm;Drought",NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"87",81,81,81,81,"Rwanda","BTR","Climate impact","Impact","In the last ten years (2014–2023), climate-related disasters in Rwanda have


caused significant damage to lives, property, and livelihoods. Lightning emerged as the


most fatal disaster, claiming 538 lives and injuring 1,338 individuals, while rainstorms


caused the most destruction to property, damaging 40,871 houses and 17,285.4 hectares


of crops",NA,NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements","significant damage to lives, property, and livelihoods; damaging 40,871 houses; 17,285.4 hectares of crops","Mortality & injury; Economic & livelihood losses",NA,NA,NA,NA
"88",82,82,82,82,"Rwanda","BTR","Hazard","Risk","In the last ten years (2014–2023), climate-related disasters in Rwanda have


caused significant damage to lives, property, and livelihoods. Lightning emerged as the


most fatal disaster, claiming 538 lives and injuring 1,338 individuals, while rainstorms


caused the most destruction to property, damaging 40,871 houses and 17,285.4 hectares


of crops","Storm",NA,"Energy","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"89",83,83,83,83,"Rwanda","BTR","Adaptation priorities","Priorities","Developing climate-resilient crops and promoting climate-resilient livestock",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"90",84,84,84,84,"Rwanda","BTR","Adaptation priorities","Priorities","Climate-resilient postharvest and value addition facilities and technologies",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"91",85,85,85,85,"Rwanda","BTR","Adaptation priorities","Priorities","Disease prevention, diagnostic, surveillance and control",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"92",86,86,86,86,"Rwanda","BTR","Adaptation priorities","Priorities","Sustainable land management practices (soil erosion control; landscape management)",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"93",87,87,87,87,"Rwanda","BTR","Adaptation priorities","Priorities","Expand irrigation and improve water management",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"94",88,88,88,88,"Rwanda","BTR","Adaptation priorities","Priorities","Expand crop and livestock insurance.",NA,NA,"Agriculture","Food, fiber and other ecosystem products",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"95",89,89,89,89,"Rwanda","BTR","Adaptation priorities","Priorities","Integrated approach to planning and monitoring for sustainable land management, Improve Forest Management for degraded forest resources",NA,NA,"Land and forestry","Terrestrial and freshwater ecosystems",NA,NA,NA,NA,NA,NA,NA,"Food and agriculture",NA,NA,NA,NA,NA,NA
"96",90,90,90,90,"Rwanda","BTR","Adaptation priorities","Priorities","Develop a National Water Security through water conservation practices,


wetlands restoration, water storage and efficient water use.",NA,NA,"Water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",91,91,91,91,"Rwanda","BTR","Adaptation priorities","Priorities","High density buildings and informal settlement upgrading; storm water management.",NA,NA,"Human settlements","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"98",92,92,92,92,"Rwanda","BTR","Adaptation priorities","Priorities","Strengthen preventive measures and create capacity to adapt to disease outbreaks.",NA,NA,"Health","Health, wellbeing and communities",NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA
"99",93,93,93,93,"Rwanda","BTR","Adaptation priorities","Priorities","Improved transport infrastructure and services",NA,NA,"Transport","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"100",94,94,94,94,"Rwanda","BTR","Adaptation priorities","Priorities","Climate compatible mining",NA,NA,"Mining","Cities, settlements and key infrastructure",NA,NA,NA,NA,NA,NA,NA,"Infrastructure and human settlements",NA,NA,NA,NA,NA,NA
"101",95,95,95,95,"Rwanda","BTR","Adaptation priorities","Priorities","Disaster risk monitoring, integrated early warning system and disaster response, Institutional capacity building and development for cross-sector NDC implementation; Access to finance (Resource mobilization).",NA,NA,"Cross-cutting","Crosscutting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",96,96,96,96,"Rwanda","BTR","Result",NA,"Rwanda has integrated adaptation strategies within national development plans outlined in the updated NDCs",NA,NA,NA,NA,"Output",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",97,97,97,97,"Rwanda","BTR","Result",NA,"Rwanda adopted forest landscape restoration as a strategy to


reverse widespread degradation and reanimate the natural power of ecosystems such as


improved water supplies and agricultural productivity",NA,NA,NA,NA,"Output",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",98,98,98,98,"Rwanda","BTR","Result",NA,"Promoting climate-smart agriculture (support watershed management, agricultural inputs including improved climate resilience seeds, compost fertilisers and capacity building for farmers)",NA,NA,NA,NA,"Outcome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",99,99,99,99,"Rwanda","BTR","Result",NA,"Climate resilient settlements (40 vulnerable families to relocate from high-risk zones to a green model village",NA,NA,NA,NA,"Outcome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",100,100,100,100,"Rwanda","BTR","Result",NA,"Efficient cooking technologies (19,900 improved cookstoves and 40 institutional stoves were distributed)",NA,NA,NA,NA,"Outcome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",101,101,101,101,"Rwanda","BTR","Hazard",NA,"The recent severe flooding and landslides of May 2–3, 2023, in Rwanda's Western, Southern, and Northern Provinces resulted in devastating impacts. At least 135 lives were lost, 6,391 houses destroyed, and 20,326 people displaced, as entire villages were wiped out, including 5,963 homes.","Landslide;Flood",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",102,102,102,102,"Rwanda","BTR","Result",NA,"From 2018 to 2023, Rwanda's agriculture sector achieved significant progress in adaptation activities, particularly through the adoption of improved agricultural practices such as soil erosion control, agroforestry, and irrigation",NA,NA,NA,NA,"Outcome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",103,103,103,103,"Rwanda","BTR","Result",NA,"Agriculture sector saw advancements in the use of agricultural inputs, including climate-resilient seeds, organic fertilizers, and integrated pest management (IPM)",NA,NA,NA,NA,"Outcome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",104,104,104,104,"Rwanda","BTR","Indicator","Exposure indicators","Projected change in population growth to 2032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",105,105,105,105,"Rwanda","BTR","Indicator","Exposure indicators","Annual frequency of warm days (above 30 oC) per year",NA,NA,NA,NA,NA,NA,NA,NA,"crosscutting",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",106,106,106,106,"Rwanda","BTR","Indicator","Exposure indicators","Current mean annual temperature; annual change in temperature",NA,NA,NA,NA,NA,NA,NA,NA,"crosscutting",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",107,107,107,107,"Rwanda","BTR","Indicator","Exposure indicators","Change in agricultural production",NA,NA,NA,NA,NA,NA,NA,NA,"Food ag",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",108,108,108,108,"Rwanda","BTR","Indicator","Exposure indicators","Annual precipitation run-off rate",NA,NA,NA,NA,NA,NA,NA,NA,"crosscutting",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",109,109,109,109,"Rwanda","BTR","Indicator","Exposure indicators","Annual groundwater recharge",NA,NA,NA,NA,NA,NA,NA,NA,"Water",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",110,110,110,110,"Rwanda","BTR","Indicator","Exposure indicators","Change in # of deaths from diarrhoea diseases and malnutrition",NA,NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",111,111,111,111,"Rwanda","BTR","Indicator","Exposure indicators","Change of malaria hazard",NA,NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",112,112,112,112,"Rwanda","BTR","Indicator","Exposure indicators","Change in % of national forest cover",NA,NA,NA,NA,NA,NA,NA,NA,"ecosystems",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",113,113,113,113,"Rwanda","BTR","Indicator","Exposure indicators","Change of hydropower generation capacity",NA,NA,NA,NA,NA,NA,NA,NA,"infrastructure",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",114,114,114,114,"Rwanda","BTR","Indicator","Sensitive Indicators","Age dependency ratio",NA,NA,NA,NA,NA,NA,NA,NA,"poverty",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",115,115,115,115,"Rwanda","BTR","Indicator","Sensitive Indicators","Total urbanized population",NA,NA,NA,NA,NA,NA,NA,NA,"infrastructure",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",116,116,116,116,"Rwanda","BTR","Indicator","Sensitive Indicators","Effectiveness of Rwanda’s social safety net / social protection system",NA,NA,NA,NA,NA,NA,NA,NA,"poverty",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",117,117,117,117,"Rwanda","BTR","Indicator","Sensitive Indicators","Annual loss due to damage caused by hazards, particularly weather-related",NA,NA,NA,NA,NA,NA,NA,NA,"crosscutting",NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",118,118,118,118,"Rwanda","BTR","Indicator","Sensitive Indicators","Rural population as % of the total population",NA,NA,NA,NA,NA,NA,NA,NA,"infrastructure",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",119,119,119,119,"Rwanda","BTR","Indicator","Sensitive Indicators","Freshwater withdrawal rate",NA,NA,NA,NA,NA,NA,NA,NA,"Water",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",120,120,120,120,"Rwanda","BTR","Indicator","Sensitive Indicators","Dependency on external resources for health services",NA,NA,NA,NA,NA,NA,NA,NA,"Health",NA,NA,NA,NA,NA,NA,NA,NA,NA
